,age,gpa,subject_failure_count,credits_completed,course_load,attendance_rate,class_participation_score,assignment_submission_rate,quiz_completion_rate,time_spent_on_learning_platform,login_frequency,engagement_score,motivation_level,peer_interaction_score,counseling_sessions_attended,dropout_status,socioeconomic_status_Low,socioeconomic_status_Medium,parental_education_level_Postgraduate,parental_education_level_Primary,parental_education_level_Secondary,family_background_Joint,family_background_Nuclear,family_background_Single Parent,first_generation_student_Yes,previous_academic_performance_Low,previous_academic_performance_Medium,scholarship_status_Yes,learning_style_Kinesthetic,learning_style_Mixed,learning_style_Visual,stress_level_Low,stress_level_Medium,gender_Male,gender_Other
0,0.017472130632088804,-0.4931671030760541,-0.8708324548680701,-0.031772973529616465,-0.7158477873449369,1.40164665390407,-1.2571478827150158,1.588839004052005,-1.4250756575497328,1.5573049235979641,-0.34735140729471964,-1.5827297560988673,-0.6998613267238394,-0.3085124472423256,-0.29899578684547534,0,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False
1,1.5833244778799116,-1.330170773409679,1.4591870885048643,-1.1330517311701205,-0.009613983933958964,-1.4370840833721374,1.2553256245363575,-1.3525415730328525,-1.080446439269011,1.2253069732524717,1.6905558750134955,0.15411014130991585,-0.6998613267238394,0.3187308722190451,-0.894727276776367,1,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2,-0.7654540429918226,1.55131727200116,-0.8708324548680701,0.10588687117544654,-1.422081590755915,0.358847607557708,1.5693848129427792,-1.4489802804782574,-1.4250756575497328,0.9486420146312281,-1.5461203968877872,1.5435820592369425,0.7214296794168922,-1.562999086165067,-0.894727276776367,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
3,-0.3739909561798669,0.45360754041607876,-0.8708324548680701,1.0695057841108875,1.402853622887997,-1.5529506440772887,-1.2571478827150158,-1.1596641581420422,-1.2958397006944622,-0.9695683651427275,1.6905558750134955,-1.5827297560988673,-1.4105068297942052,1.2595958514111012,-1.4904587667072586,1,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False
4,1.1918613910679559,-0.7538731643275108,0.29417731681839715,-0.44475250764480545,-1.422081590755915,1.40164665390407,-0.9430886943085941,-0.9667867432512317,-0.21887339356720595,-0.121129158704247,-0.22747450833541286,0.15411014130991585,-0.6998613267238394,1.5732175111417865,1.4881986829471996,0,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False
5,0.017472130632088804,-1.2341211718959841,0.8766822026616308,1.4480703570498108,-0.7158477873449369,-0.5680848780835025,-1.5712070711214374,1.2995228817157896,1.719665959261855,0.4137564279634907,-0.4672283062540264,-0.8879937971353541,0.7214296794168922,0.9459741916804159,-0.894727276776367,1,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
6,1.1918613910679559,0.6594281150882814,-1.4533373407113037,-1.614861187637841,1.402853622887997,0.7643805700257377,0.6272072477235142,-0.05061902251988269,0.03959852014333552,-1.1909003320397225,0.4917868854204277,-0.5406258176535974,-1.4105068297942052,-0.622134106973011,0.892467193016308,0,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
7,-0.3739909561798669,-0.7401517926826977,-0.2883275690248365,-0.9953918864650575,-1.422081590755915,0.9961136914360402,1.5693848129427792,0.14225839237092763,1.676587306976765,0.4690894196877392,1.4508020770948817,0.8488461002734291,0.010784176346526377,0.6323525319497304,-0.894727276776367,0,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,False
8,-0.7654540429918226,0.05568776271648661,-0.2883275690248365,-1.5460312652853094,0.696619819477019,-1.7267504851350157,0.6272072477235142,-1.6900770490917705,-1.080446439269011,-1.3568993072124684,-0.34735140729471964,0.5014781207916724,1.432075182487258,-1.562999086165067,1.4881986829471996,0,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False
9,-1.1569171298037784,-1.6869264361748304,-0.2883275690248365,-0.16943281823467946,-0.7158477873449369,-1.1474176816092592,-1.5712070711214374,-1.063225450696637,0.81501426127496,-0.9695683651427275,-1.4262434979284806,0.15411014130991585,0.7214296794168922,0.3187308722190451,0.2967357030854163,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
10,0.4089352174440445,0.02824501942685954,-0.2883275690248365,-1.2707115758751835,-1.422081590755915,-1.2632842423144104,-1.2571478827150158,1.0584261131022767,-1.4250756575497328,-1.1355673403154736,1.2110482791762682,-0.8879937971353541,0.010784176346526377,1.2595958514111012,0.892467193016308,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
11,0.8003983042560002,-0.4931671030760541,-0.2883275690248365,-0.06618793470588222,1.402853622887997,1.5175132146092212,0.941266436129936,0.8173293444887638,0.21191312928369652,-0.4162384479002401,-1.3063665989691737,1.5435820592369425,-1.4105068297942052,1.5732175111417865,0.892467193016308,0,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False
12,0.8003983042560002,0.16545873587499488,-1.4533373407113037,1.1727506676396848,-0.7158477873449369,1.3437133735514941,-1.5712070711214374,-1.2078835118647446,-0.4342666549926572,-0.19490648100324537,0.012279289583200669,1.5435820592369425,0.7214296794168922,-0.3085124472423256,-0.894727276776367,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
13,0.8003983042560002,-0.42456024485198673,-0.2883275690248365,-0.16943281823467946,-0.009613983933958964,-0.04668535491032159,-1.5712070711214374,0.19047774609363022,-1.5973902666900939,0.1555357999169966,1.0911713802169616,-0.5406258176535974,-1.4105068297942052,0.6323525319497304,-0.894727276776367,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False
14,-1.548380216615734,0.06940913436129983,-0.2883275690248365,0.3467915994093068,0.696619819477019,1.40164665390407,1.2553256245363575,-0.43637385230150333,0.21191312928369652,-1.467565290660966,1.6905558750134955,-0.8879937971353541,-1.4105068297942052,1.5732175111417865,-0.894727276776367,0,True,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,True,True,False
15,1.1918613910679559,-0.122690068666089,-1.4533373407113037,0.17471679352797803,-1.422081590755915,-0.3363517566731999,-0.3149703174957508,1.4441809428838974,1.0734861749855014,-1.2831219849134703,0.4917868854204277,-0.1932578381718408,-0.6998613267238394,-1.2493774264343818,-1.4904587667072586,0,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False
